name,type,tags,uploader,date,link,thumbnail,note
Nursery – Office – Woman working at desk,jpg,"customer-visits, uk, indoor, adult, manager",,2025-05-14,https://drive.google.com/file/d/1X8wS7W_wILpnc_tQji6hpu23yrAAt4tk/view?usp=drive_link,https://drive.google.com/thumbnail?id=1X8wS7W_wILpnc_tQji6hpu23yrAAt4tk&sz=w400,
Nursery – Indoor play area,jpg,"customer-visits, uk, indoor, play",,2025-05-14,https://drive.google.com/file/d/13HJidDceHDV-Eb_nmAY50NsMpfX5YYNa/view?usp=drive_link,https://drive.google.com/thumbnail?id=13HJidDceHDV-Eb_nmAY50NsMpfX5YYNa&sz=w400,
"Nursery – Indoor room filled with stuffed animals and toys, likely a child's bedroom.",jpg,"customer-visits, uk, indoor, nursery, children",,2025-05-14,https://drive.google.com/file/d/19ii0gN--QYybS-TuuAZ-7j40sLJMw9dA/view?usp=drive_link,https://drive.google.com/thumbnail?id=19ii0gN--QYybS-TuuAZ-7j40sLJMw9dA&sz=w400,
Nursery – Playroom,jpg,"customer-visits, uk, indoor, play, children",,2025-05-14,https://drive.google.com/file/d/1KxphUzXBmOPL54_zQyvoil2bNBFirdq1/view?usp=drive_link,https://drive.google.com/thumbnail?id=1KxphUzXBmOPL54_zQyvoil2bNBFirdq1&sz=w400,
Nursery - Indoor space for relaxation and play,jpg,"customer-visits, uk, indoor, adult",,2025-05-14,https://drive.google.com/file/d/1YrhRNnIDw1Ti3r5RlXBe8mSUSTR8cWa4/view?usp=drive_link,https://drive.google.com/thumbnail?id=1YrhRNnIDw1Ti3r5RlXBe8mSUSTR8cWa4&sz=w400,
Nursery – Woman using tablet,jpg,"customer-visits, uk, indoor, office",,2025-05-14,https://drive.google.com/file/d/1FIdX7F8OLP7PzzLo1BeH1p050YYH4CpB/view?usp=drive_link,https://drive.google.com/thumbnail?id=1FIdX7F8OLP7PzzLo1BeH1p050YYH4CpB&sz=w400,
Nursery – Office – Man using laptop,jpg,"customer-visits, uk, indoor, adult, office",,2025-05-14,https://drive.google.com/file/d/1eBHDdTh4TW02k3gcBBedDfxvad7kvHd3/view?usp=drive_link,https://drive.google.com/thumbnail?id=1eBHDdTh4TW02k3gcBBedDfxvad7kvHd3&sz=w400,
Nursery – Woman sitting at a table using a laptop with a blue keyboard,jpg,"customer-visits, uk, indoor, adult, educator",,2025-05-14,https://drive.google.com/file/d/14soVX6UqmS-blp0yXI6jrYC_gm5tBVbE/view?usp=drive_link,https://drive.google.com/thumbnail?id=14soVX6UqmS-blp0yXI6jrYC_gm5tBVbE&sz=w400,
"Nursery – Office – Adult, Educator",jpg,"customer-visits, uk, office, adult, educator",,2025-05-14,https://drive.google.com/file/d/1Dp2vLWfHSHS0bKA9A6i0i87Rjx_ZrW_u/view?usp=drive_link,https://drive.google.com/thumbnail?id=1Dp2vLWfHSHS0bKA9A6i0i87Rjx_ZrW_u&sz=w400,
Nursery – Office – Woman using laptop at desk,jpg,"customer-visits, uk, indoor, office, adult, educator, manager",,2025-05-14,https://drive.google.com/file/d/1cDBKdzkrAxNcGi0idPr11RYl6IMqSBqD/view?usp=drive_link,https://drive.google.com/thumbnail?id=1cDBKdzkrAxNcGi0idPr11RYl6IMqSBqD&sz=w400,
Nursery – Office – Woman working at a desk with laptop,jpg,"customer-visits, uk, indoor, office, adult, educator, manager",,2025-05-14,https://drive.google.com/file/d/1-59NCl9JI7io0K6_VYEBjKH-VMWqeMLf/view?usp=drive_link,https://drive.google.com/thumbnail?id=1-59NCl9JI7io0K6_VYEBjKH-VMWqeMLf&sz=w400,
Nursery – Woman using tablet at desk with baby,jpg,"customer-visits, uk, indoor, nursery, adult, educator, manager",,2025-05-14,https://drive.google.com/file/d/13lLVjS0lMAuBhOhPTyqfisQaFJqlP_Go/view?usp=drive_link,https://drive.google.com/thumbnail?id=13lLVjS0lMAuBhOhPTyqfisQaFJqlP_Go&sz=w400,
Nursery – Waiting room or waiting area,jpg,"customer-visits, uk, office",,2025-05-14,https://drive.google.com/file/d/179xIunhIWFhMdl-Wf8GUAnfnQ2XovYAP/view?usp=drive_link,https://drive.google.com/thumbnail?id=179xIunhIWFhMdl-Wf8GUAnfnQ2XovYAP&sz=w400,
Nursery – Office – Woman standing at a counter with a tablet and bottle of water,jpg,"customer-visits, uk, office, adult, educator, manager",,2025-05-14,https://drive.google.com/file/d/1omuQ04QKa9F50I_6U2E9nkdBaOiCmi05/view?usp=drive_link,https://drive.google.com/thumbnail?id=1omuQ04QKa9F50I_6U2E9nkdBaOiCmi05&sz=w400,
Nursery – Office – Woman working at computer,jpg,"customer-visits, uk, indoor, office, adult, educator",,2025-05-14,https://drive.google.com/file/d/1086JoZtmhGOakZ2eemNBBCMB1dsb-8C_/view?usp=drive_link,https://drive.google.com/thumbnail?id=1086JoZtmhGOakZ2eemNBBCMB1dsb-8C_&sz=w400,
Nursery – Office,jpg,"customer-visits, uk, office, adult, manager",,2025-05-14,https://drive.google.com/file/d/11D9lQD79JXC0Gyc6B9woYPdUGVQGrunj/view?usp=drive_link,https://drive.google.com/thumbnail?id=11D9lQD79JXC0Gyc6B9woYPdUGVQGrunj&sz=w400,
Nursery – Winter Outdoors – People standing outdoors during winter,jpg,"customer-visits, uk, outdoor, adult, educator, manager",,2018-05-02,https://drive.google.com/file/d/1gdsyVYxTUjDdaJei0zxO3YJ0Sd0sLf_G/view?usp=drive_link,https://drive.google.com/thumbnail?id=1gdsyVYxTUjDdaJei0zxO3YJ0Sd0sLf_G&sz=w400,
Nursery – Campfire in snowy area with people,jpg,"customer-visits, uk, outdoor, adult, educator, manager",,2018-05-02,https://drive.google.com/file/d/1SEbdDaJSP-9_rjw6vdvggffpULv_YEsQ/view?usp=drive_link,https://drive.google.com/thumbnail?id=1SEbdDaJSP-9_rjw6vdvggffpULv_YEsQ&sz=w400,
Nursery – Fire and Logs,jpg,"customer-visits, uk, outdoor",,2018-05-02,https://drive.google.com/file/d/1mvwaFAAVsm4u35eimNS_VwNgtL6XtYpQ/view?usp=drive_link,https://drive.google.com/thumbnail?id=1mvwaFAAVsm4u35eimNS_VwNgtL6XtYpQ&sz=w400,
Nursery – Outdoor gathering of people sitting around a fire during snowfall,jpg,"customer-visits, uk, outdoor, adult, educator",,2018-05-02,https://drive.google.com/file/d/1QDzs5CZmXnmXD4KYZ6myWhiv5UmJ9kc0/view?usp=drive_link,https://drive.google.com/thumbnail?id=1QDzs5CZmXnmXD4KYZ6myWhiv5UmJ9kc0&sz=w400,
Nursery – Kids playing outside in snow,jpg,"customer-visits, uk, outdoor, children, adult",,2018-05-02,https://drive.google.com/file/d/1MRB-m1mtQvBpJHsOzi1ZionL3yD5AUzg/view?usp=drive_link,https://drive.google.com/thumbnail?id=1MRB-m1mtQvBpJHsOzi1ZionL3yD5AUzg&sz=w400,
Nursery – Outdoor – Family and friends having a snowy gathering,jpg,"customer-visits, uk, outdoor, children",,2018-05-02,https://drive.google.com/file/d/1HtsRAyoBjKeHQ-_lCJf8FM8aVJ4kxXG3/view?usp=drive_link,https://drive.google.com/thumbnail?id=1HtsRAyoBjKeHQ-_lCJf8FM8aVJ4kxXG3&sz=w400,
Nursery – Family in park on snowy day,jpg,"customer-visits, uk, outdoor, adult, children",,2018-05-02,https://drive.google.com/file/d/1aU3WS7m1VhG-DbA3o4eKeS-Vz5KYAfjk/view?usp=drive_link,https://drive.google.com/thumbnail?id=1aU3WS7m1VhG-DbA3o4eKeS-Vz5KYAfjk&sz=w400,
Nursery – Outdoor – Children playing in snow,jpg,"customer-visits, uk, outdoor, children",,2018-05-02,https://drive.google.com/file/d/14i_SLLuwL9fhNRehqUfwgoeIC59jNsZy/view?usp=drive_link,https://drive.google.com/thumbnail?id=14i_SLLuwL9fhNRehqUfwgoeIC59jNsZy&sz=w400,
Nursery – Playground – Children playing in the snow,jpg,"customer-visits, uk, outdoor, children, educator",,2018-05-02,https://drive.google.com/file/d/1qv8roaKnjy2uIOgWqdG-WERRdHVH2vpo/view?usp=drive_link,https://drive.google.com/thumbnail?id=1qv8roaKnjy2uIOgWqdG-WERRdHVH2vpo&sz=w400,
Nursery – Children playing in snow with adult supervision,jpg,"customer-visits, uk, outdoor, children, adult",,2018-05-02,https://drive.google.com/file/d/19nxMVAcL3kZFU4n2YmfO75sNesn3SOd-/view?usp=drive_link,https://drive.google.com/thumbnail?id=19nxMVAcL3kZFU4n2YmfO75sNesn3SOd-&sz=w400,
Nursery – Outdoor – Children playing in snow,jpg,"customer-visits, uk, outdoor, children",,2018-05-02,https://drive.google.com/file/d/1e6pfO4va-Fp8Js3Uyiy9uTedcDkdtPM1/view?usp=drive_link,https://drive.google.com/thumbnail?id=1e6pfO4va-Fp8Js3Uyiy9uTedcDkdtPM1&sz=w400,
Nursery – Young child playing with snow on a park bench,jpg,"customer-visits, uk, outdoor, play",,2023-04-04,https://drive.google.com/file/d/1MlhQ7ITmN7sJ6MoFHRV8eRwUYw0m0yoC/view?usp=drive_link,https://drive.google.com/thumbnail?id=1MlhQ7ITmN7sJ6MoFHRV8eRwUYw0m0yoC&sz=w400,
Nursery – Young child with scarf outdoors on snow day,jpg,"customer-visits, uk, outdoor, children, adult",,2018-05-02,https://drive.google.com/file/d/1f_eRx1kG4ZpzfsH3bUTkuyBbKU5pIRaM/view?usp=drive_link,https://drive.google.com/thumbnail?id=1f_eRx1kG4ZpzfsH3bUTkuyBbKU5pIRaM&sz=w400,
Nursery – A young child in a snowsuit standing outdoors holding a green toy,jpg,"customer-visits, uk, outdoor, educator, manager",,2018-05-02,https://drive.google.com/file/d/1p0Kg-VWNnHLD8cF2v23C-wo_tIWVbTpX/view?usp=drive_link,https://drive.google.com/thumbnail?id=1p0Kg-VWNnHLD8cF2v23C-wo_tIWVbTpX&sz=w400,
Nursery – Children playing with snow indoors,jpg,"customer-visits, uk, indoor, children, adult, educator",,2018-05-02,https://drive.google.com/file/d/1dz9Qr3UEdv0ME4cDIrkfPyUrIIyEBj_P/view?usp=drive_link,https://drive.google.com/thumbnail?id=1dz9Qr3UEdv0ME4cDIrkfPyUrIIyEBj_P&sz=w400,
Nursery – Outdoor nursery – Children playing in snow on a hillside with an adult nearby,jpg,"customer-visits, uk, outdoor, nursery, children",,2018-05-02,https://drive.google.com/file/d/1ssbo8MeNmIUjwO2idcFq6zraZqG3UP1b/view?usp=drive_link,https://drive.google.com/thumbnail?id=1ssbo8MeNmIUjwO2idcFq6zraZqG3UP1b&sz=w400,
Nursery – Children playing in snow with adult supervision,jpg,"customer-visits, uk, outdoor, children, adult",,2018-05-02,https://drive.google.com/file/d/1VAoat8SzCLVs6xchb4K0HESgpoAJHivS/view?usp=drive_link,https://drive.google.com/thumbnail?id=1VAoat8SzCLVs6xchb4K0HESgpoAJHivS&sz=w400,
Nursery – Children playing in snow,jpg,"customer-visits, uk, outdoor, children",,2018-05-02,https://drive.google.com/file/d/1nsLmgIOZpi4TdCqwU0x8WvBqJWTgsbP1/view?usp=drive_link,https://drive.google.com/thumbnail?id=1nsLmgIOZpi4TdCqwU0x8WvBqJWTgsbP1&sz=w400,
Nursery – Outdoor – Snowy landscape with backpack and children's building material,jpg,"customer-visits, uk, outdoor, children, adult, educator, manager",,2018-05-02,https://drive.google.com/file/d/1A8vwK9XDz7j7K4VUVNlq2QfS_mRx8E4Y/view?usp=drive_link,https://drive.google.com/thumbnail?id=1A8vwK9XDz7j7K4VUVNlq2QfS_mRx8E4Y&sz=w400,
Nursery – Backpack on branch in snowy outdoor setting.,jpg,"customer-visits, uk, outdoor",,2018-05-02,https://drive.google.com/file/d/1UaC3nKh0jjS19q_umvaInQpqbhPIVDfA/view?usp=drive_link,https://drive.google.com/thumbnail?id=1UaC3nKh0jjS19q_umvaInQpqbhPIVDfA&sz=w400,
Nursery – People walking together outdoors,jpg,"customer-visits, uk, outdoor, adult, children",,2023-04-04,https://drive.google.com/file/d/1FdmTjYtcgJ8iANN37yRJdQYh_UUKuL1K/view?usp=drive_link,https://drive.google.com/thumbnail?id=1FdmTjYtcgJ8iANN37yRJdQYh_UUKuL1K&sz=w400,
Nursery – Woman carrying a green bag with logo in snow and walking with child outdoors.,jpg,"customer-visits, uk, outdoor, adult, educator",,2018-04-10,https://drive.google.com/file/d/13EZ5eie5iHjqxLLCZ5i3fJykfBAD5z80/view?usp=drive_link,https://drive.google.com/thumbnail?id=13EZ5eie5iHjqxLLCZ5i3fJykfBAD5z80&sz=w400,
Nursery – Woman and children walking on path,jpg,"customer-visits, uk, outdoor, children",,2018-04-10,https://drive.google.com/file/d/1b9KPD6cYGR2jMuOs_F4vamKBO5FBr_OQ/view?usp=drive_link,https://drive.google.com/thumbnail?id=1b9KPD6cYGR2jMuOs_F4vamKBO5FBr_OQ&sz=w400,
Nursery – Two girls playing outdoors on a windy day.,jpg,"customer-visits, uk, outdoor",,2018-04-10,https://drive.google.com/file/d/1Hq537GrtH1sCevt2ntiD0-Rql-N-R9HQ/view?usp=drive_link,https://drive.google.com/thumbnail?id=1Hq537GrtH1sCevt2ntiD0-Rql-N-R9HQ&sz=w400,
Nursery – Children looking out of door through glass windows,jpg,"customer-visits, uk, indoor, children",,2018-04-10,https://drive.google.com/file/d/10JSnYbJt-1u_hgw5epqufRlocP-NB8VE/view?usp=drive_link,https://drive.google.com/thumbnail?id=10JSnYbJt-1u_hgw5epqufRlocP-NB8VE&sz=w400,
Nursery – Woman and children walking on sidewalk,jpg,"customer-visits, uk, outdoor, children, adult",,2018-04-10,https://drive.google.com/file/d/1C5Gyu1VabniCcTfNVLRMj_qqa6yEloA1/view?usp=drive_link,https://drive.google.com/thumbnail?id=1C5Gyu1VabniCcTfNVLRMj_qqa6yEloA1&sz=w400,
Nursery – Welcome to Beacon House!,jpg,"customer-visits, uk, indoor, adult, educator, manager",,2018-04-10,https://drive.google.com/file/d/1ILqA0xaHaYZzy_of3HRpQ31FIrPQv5_m/view?usp=drive_link,https://drive.google.com/thumbnail?id=1ILqA0xaHaYZzy_of3HRpQ31FIrPQv5_m&sz=w400,
Nursery – Outdoor – Children playing on sidewalk,jpg,"customer-visits, uk, outdoor, children, adult, educator",,2018-04-10,https://drive.google.com/file/d/1i8Ext-tuMOMk3BB476fZ2SHO67ZwQtq3/view?usp=drive_link,https://drive.google.com/thumbnail?id=1i8Ext-tuMOMk3BB476fZ2SHO67ZwQtq3&sz=w400,
Nursery – Family walking on sidewalk outdoors,jpg,"customer-visits, uk, outdoor, children, adult, educator",,2018-04-10,https://drive.google.com/file/d/1VMhTgX71BigSmDxMu_itlufUqcOicFdH/view?usp=drive_link,https://drive.google.com/thumbnail?id=1VMhTgX71BigSmDxMu_itlufUqcOicFdH&sz=w400,
Nursery – Children on a walk in the rain,jpg,"customer-visits, uk, outdoor, children, adult",,2018-04-10,https://drive.google.com/file/d/1bvxW4rE3m-e4VMru0DHBFx8zR7V5A-Q1/view?usp=drive_link,https://drive.google.com/thumbnail?id=1bvxW4rE3m-e4VMru0DHBFx8zR7V5A-Q1&sz=w400,
Nursery – Children walking on sidewalk,jpg,"customer-visits, uk, outdoor, children, adult",,2018-04-10,https://drive.google.com/file/d/1CBc1iNVaoI4HcAzOz9Js2IdUXjHO-tt0/view?usp=drive_link,https://drive.google.com/thumbnail?id=1CBc1iNVaoI4HcAzOz9Js2IdUXjHO-tt0&sz=w400,
Nursery – Children looking at boots and toys in a room with a black door mat,jpg,"customer-visits, uk, indoor, children, adult, educator, manager",,2018-04-10,https://drive.google.com/file/d/1hUKWCIoqHgFF2yhLTCiiU8fwZa2UrBYO/view?usp=drive_link,https://drive.google.com/thumbnail?id=1hUKWCIoqHgFF2yhLTCiiU8fwZa2UrBYO&sz=w400,
Nursery – Children playing with toys indoors,jpg,"customer-visits, uk, indoor, children, educator",,2018-04-10,https://drive.google.com/file/d/1auHRMrOYP1YzchlaELPbDB4gb55IAkoA/view?usp=drive_link,https://drive.google.com/thumbnail?id=1auHRMrOYP1YzchlaELPbDB4gb55IAkoA&sz=w400,
Nursery – Officespace with small birdcage hanging from ceiling and a Chinese lantern decoration attached to it,jpg,"customer-visits, uk, indoor, office, adult, educator, manager",,2018-04-10,https://drive.google.com/file/d/1JlVEMyzUoMmZLTfvbmAl3HWpAKp7syCX/view?usp=drive_link,https://drive.google.com/thumbnail?id=1JlVEMyzUoMmZLTfvbmAl3HWpAKp7syCX&sz=w400,
Nursery – Craft room with art supplies and materials,jpg,"customer-visits, uk, indoor, adult, educator, nursery",,2018-04-10,https://drive.google.com/file/d/1gVp8oR7iaERXWN93MHqUSz9VSczVnTNQ/view?usp=drive_link,https://drive.google.com/thumbnail?id=1gVp8oR7iaERXWN93MHqUSz9VSczVnTNQ&sz=w400,
Nursery – Hat rack with colorful party hats and crowns,jpg,"customer-visits, uk, indoor, classroom",,2018-04-10,https://drive.google.com/file/d/1tmeM6NM3y7blR39Ju5zcpiw8xZcKFGcy/view?usp=drive_link,https://drive.google.com/thumbnail?id=1tmeM6NM3y7blR39Ju5zcpiw8xZcKFGcy&sz=w400,
Nursery – A colorful and cluttered sandbox with various toys,jpg,"customer-visits, uk, indoor",,2023-04-04,https://drive.google.com/file/d/1KTKy8PniaeoR8qvP9XIQPtSJ93Fj1rUB/view?usp=drive_link,https://drive.google.com/thumbnail?id=1KTKy8PniaeoR8qvP9XIQPtSJ93Fj1rUB&sz=w400,
Nursery – Storage room filled with colorful coats hanging on hooks,jpg,"customer-visits, uk, indoor, classroom, educator, manager",,2018-04-10,https://drive.google.com/file/d/1lPdHHtTa4ucCz37nnNZzFdy0UtBnh6ya/view?usp=drive_link,https://drive.google.com/thumbnail?id=1lPdHHtTa4ucCz37nnNZzFdy0UtBnh6ya&sz=w400,
Nursery – Children looking at shoes in store,jpg,"customer-visits, uk, indoor, adult, children",,2023-04-04,https://drive.google.com/file/d/1KyCZF3IMQpyL8jv3MdUh0GufKp4l9C1w/view?usp=drive_link,https://drive.google.com/thumbnail?id=1KyCZF3IMQpyL8jv3MdUh0GufKp4l9C1w&sz=w400,
Nursery – Children's store with adult,jpg,"customer-visits, uk, indoor, adult, educator, manager",,2018-04-10,https://drive.google.com/file/d/1cSgcAhMfX0BQqbEinQNv3gsjau8Zz4ZA/view?usp=drive_link,https://drive.google.com/thumbnail?id=1cSgcAhMfX0BQqbEinQNv3gsjau8Zz4ZA&sz=w400,
Nursery – Children sitting together outdoors,jpg,"customer-visits, uk, outdoor, children",,2018-04-10,https://drive.google.com/file/d/1wQFku0QCh4o5vRdtC1zPJ3oXylvbOniy/view?usp=drive_link,https://drive.google.com/thumbnail?id=1wQFku0QCh4o5vRdtC1zPJ3oXylvbOniy&sz=w400,
Nursery – A child sitting and looking down at a pair of shoes on display.,jpg,"customer-visits, uk, indoor, adult, educator, manager",,2018-04-10,https://drive.google.com/file/d/1JsNNuFT_E0VWVFPM7K8lBdpcI3F0rudM/view?usp=drive_link,https://drive.google.com/thumbnail?id=1JsNNuFT_E0VWVFPM7K8lBdpcI3F0rudM&sz=w400,
Nursery – Two children sitting on the floor looking at shoes,jpg,"customer-visits, uk, indoor, nursery, adult, educator",,2018-04-10,https://drive.google.com/file/d/1ZwTrJFIEWTR5RGCP9sJNOMESsPHzDc3o/view?usp=drive_link,https://drive.google.com/thumbnail?id=1ZwTrJFIEWTR5RGCP9sJNOMESsPHzDc3o&sz=w400,
Nursery – Child putting on boots and holding a pink rain boot with an angry bird face,jpg,"customer-visits, uk, indoor, outdoor, nursery, children, adult, educator",,2018-04-10,https://drive.google.com/file/d/1uyJByGuOC8wuxaafzN1Qt5GvhPbf9XGX/view?usp=drive_link,https://drive.google.com/thumbnail?id=1uyJByGuOC8wuxaafzN1Qt5GvhPbf9XGX&sz=w400,
Nursery – Children playing outdoors in snow on a playground,jpg,"customer-visits, uk, outdoor, play, children",,2018-04-10,https://drive.google.com/file/d/1ttSs0p17tR3PUyZ-dQCxmslHC2k9y2Zf/view?usp=drive_link,https://drive.google.com/thumbnail?id=1ttSs0p17tR3PUyZ-dQCxmslHC2k9y2Zf&sz=w400,
Nursery – Outdoor play area – Children playing with boots and coat outdoors,jpg,"customer-visits, uk, outdoor, play",,2018-04-10,https://drive.google.com/file/d/1Kcgms4hsUjroh4-mpZWAPBPDU4CjLHl-/view?usp=drive_link,https://drive.google.com/thumbnail?id=1Kcgms4hsUjroh4-mpZWAPBPDU4CjLHl-&sz=w400,
Nursery – Indoor – Children sitting on floor looking at book,jpg,"customer-visits, uk, indoor, children",,2018-04-10,https://drive.google.com/file/d/1SDYcE1Uk6ZcOLxZn-iWJ3oOG3ggQw9AN/view?usp=drive_link,https://drive.google.com/thumbnail?id=1SDYcE1Uk6ZcOLxZn-iWJ3oOG3ggQw9AN&sz=w400,
Nursery – Woman standing on porch with children on a snowy day,jpg,"customer-visits, uk, indoor, adult, educator",,2018-04-10,https://drive.google.com/file/d/11zVXda0XRejOAf9uxqVExyPDhq1dvfZi/view?usp=drive_link,https://drive.google.com/thumbnail?id=11zVXda0XRejOAf9uxqVExyPDhq1dvfZi&sz=w400,
Nursery – Young child posing for picture with hood on.,jpg,"customer-visits, uk, indoor, educator, manager",,2018-04-10,https://drive.google.com/file/d/1-rmohmbcq_8pdT1oqMd9y1szQYSA30lf/view?usp=drive_link,https://drive.google.com/thumbnail?id=1-rmohmbcq_8pdT1oqMd9y1szQYSA30lf&sz=w400,
Nursery – Colorful craft supplies on shelves,jpg,"customer-visits, uk, indoor, adult",,2018-04-10,https://drive.google.com/file/d/1fNLOEjVXJ0AAjOYW8pqVVOM8D0MWiDd_/view?usp=drive_link,https://drive.google.com/thumbnail?id=1fNLOEjVXJ0AAjOYW8pqVVOM8D0MWiDd_&sz=w400,
Nursery – Outdoor classroom with adult educator,jpg,"customer-visits, uk, outdoor, classroom, adult, educator",,2025-11-05,https://drive.google.com/file/d/1sp8KET0YMQZW6-sjMfqeOKOgPVuhpmcE/view?usp=drive_link,https://drive.google.com/thumbnail?id=1sp8KET0YMQZW6-sjMfqeOKOgPVuhpmcE&sz=w400,
Nursery – Man with beard sitting outdoors,jpg,"customer-visits, uk, outdoor, adult, educator",,2025-11-05,https://drive.google.com/file/d/1UVL7l8ra5tJylEOojdfepkLyd9tnqyU5/view?usp=drive_link,https://drive.google.com/thumbnail?id=1UVL7l8ra5tJylEOojdfepkLyd9tnqyU5&sz=w400,
Nursery – Man sitting on bench in park with trees in background,jpg,"customer-visits, uk, outdoor, adult",,2025-11-05,https://drive.google.com/file/d/1VPMeTjrBnfEAsmYo-PtZ5x2zfsgXc8Mt/view?usp=drive_link,https://drive.google.com/thumbnail?id=1VPMeTjrBnfEAsmYo-PtZ5x2zfsgXc8Mt&sz=w400,
Nursery – Outdoor scene with adult and trees in background,jpg,"customer-visits, uk, outdoor, adult",,2025-11-05,https://drive.google.com/file/d/1y51uwo2aAbMt3wYegeaS-qZT8JmzLPVD/view?usp=drive_link,https://drive.google.com/thumbnail?id=1y51uwo2aAbMt3wYegeaS-qZT8JmzLPVD&sz=w400,
Nursery – Dining hall – Family gathering around a table for a meal,jpg,"customer-visits, uk, dining, indoor",,2025-09-11,https://drive.google.com/file/d/1FOWLm6hePZgp2PeFDHqwUnRpU7RZzEmx/view?usp=drive_link,https://drive.google.com/thumbnail?id=1FOWLm6hePZgp2PeFDHqwUnRpU7RZzEmx&sz=w400,
Nursery – Adult and child sharing a moment,jpg,"customer-visits, uk, indoor, adult",,2025-09-11,https://drive.google.com/file/d/1DAKt7g9sTQHKYF-SdiLvOT3Gj0hc5zS-/view?usp=drive_link,https://drive.google.com/thumbnail?id=1DAKt7g9sTQHKYF-SdiLvOT3Gj0hc5zS-&sz=w400,
Nursery – Outdoor – Man using tablet in forested area,jpg,"customer-visits, uk, outdoor, adult, educator",,2025-09-11,https://drive.google.com/file/d/1GghJHmJC1tmLgBiMBYEURtDmDy-oGegR/view?usp=drive_link,https://drive.google.com/thumbnail?id=1GghJHmJC1tmLgBiMBYEURtDmDy-oGegR&sz=w400,
Nursery – Family Meal,jpg,"customer-visits, uk, dining, outdoor, children, adult",,2025-09-11,https://drive.google.com/file/d/1PsKVmSAZdk5VUOD5f4GRPDT9hCW7VxT1/view?usp=drive_link,https://drive.google.com/thumbnail?id=1PsKVmSAZdk5VUOD5f4GRPDT9hCW7VxT1&sz=w400,
Nursery – Woman standing outside with children,jpg,"customer-visits, uk, outdoor, children",,2025-09-11,https://drive.google.com/file/d/1CjUGjjzc8s0pTFPYJu3i8fH7RoSoTxxz/view?usp=drive_link,https://drive.google.com/thumbnail?id=1CjUGjjzc8s0pTFPYJu3i8fH7RoSoTxxz&sz=w400,
Nursery – Person holding a smartphone outdoors,jpg,"customer-visits, uk, outdoor, adult",,2025-09-11,https://drive.google.com/file/d/1iitdwJ3HnctgdChJ5aEhnWK2Da5HHeit/view?usp=drive_link,https://drive.google.com/thumbnail?id=1iitdwJ3HnctgdChJ5aEhnWK2Da5HHeit&sz=w400,
Nursery – Man looking at cell phone outdoors,jpg,"customer-visits, uk, outdoor, adult, educator",,2025-09-11,https://drive.google.com/file/d/1r1FGXdW_ZZ5DfVYNzG2ouiTdeKYQ7wD1/view?usp=drive_link,https://drive.google.com/thumbnail?id=1r1FGXdW_ZZ5DfVYNzG2ouiTdeKYQ7wD1&sz=w400,
Nursery – Man using tablet outdoors,jpg,"customer-visits, uk, outdoor, adult, educator",,2025-09-11,https://drive.google.com/file/d/1tK2XVEt-wT5Y6XTSvpo3FnToQcEEVJAz/view?usp=drive_link,https://drive.google.com/thumbnail?id=1tK2XVEt-wT5Y6XTSvpo3FnToQcEEVJAz&sz=w400,
Nursery – Man with beard and mustache standing outdoors in front of trees and bushes.,jpg,"customer-visits, uk, outdoor, adult, educator, manager",,2025-09-11,https://drive.google.com/file/d/1dYYZmxOoLJktyZlGrqH1SweCfHF6S8Xz/view?usp=drive_link,https://drive.google.com/thumbnail?id=1dYYZmxOoLJktyZlGrqH1SweCfHF6S8Xz&sz=w400,
Nursery – Man posing in wooded area,jpg,"customer-visits, uk, outdoor, adult, educator, manager",,2025-09-11,https://drive.google.com/file/d/1nI49rk3iqLmsKGgRHlikJwfD_Qcx97r8/view?usp=drive_link,https://drive.google.com/thumbnail?id=1nI49rk3iqLmsKGgRHlikJwfD_Qcx97r8&sz=w400,
Nursery – Man and woman standing in outdoor area with trees and a fence.,jpg,"customer-visits, uk, outdoor, adult, educator",,2025-09-11,https://drive.google.com/file/d/1hDWDO0fubwb5aFsvmnQ0SJ3kFNpsEPN4/view?usp=drive_link,https://drive.google.com/thumbnail?id=1hDWDO0fubwb5aFsvmnQ0SJ3kFNpsEPN4&sz=w400,
Nursery – Woman preparing wood in outdoor setting with child,jpg,"customer-visits, uk, outdoor, adult, educator",,2025-09-11,https://drive.google.com/file/d/1dvvnmAomoSLt0Xrec27HRjIv5FQwaDXN/view?usp=drive_link,https://drive.google.com/thumbnail?id=1dvvnmAomoSLt0Xrec27HRjIv5FQwaDXN&sz=w400,
Nursery – Man in outdoor setting using tablet computer.,jpg,"customer-visits, uk, adult, outdoor",,2025-09-11,https://drive.google.com/file/d/18J_eJXBPyeQq1cU7p9GLHP60Sw9QRJco/view?usp=drive_link,https://drive.google.com/thumbnail?id=18J_eJXBPyeQq1cU7p9GLHP60Sw9QRJco&sz=w400,
Nursery – Man standing outdoors while holding a tablet and looking at it,jpg,"customer-visits, uk, outdoor, adult, educator, manager",,2025-09-11,https://drive.google.com/file/d/1jIk4ALNDqCfl_9lTUw72nyTniWemQrVk/view?usp=drive_link,https://drive.google.com/thumbnail?id=1jIk4ALNDqCfl_9lTUw72nyTniWemQrVk&sz=w400,
